filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,utempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label
blues.00047.au,0.3364543914794922,0.11224512755870819,2013.3824371007638,2310.305515615935,4849.49567576311,0.07534497145897832,151.99908088235293,151.99908088235293,-149.95169067382812,93.62947845458984,6.3434553146362305,71.5119400024414,-8.107512474060059,blues
blues.00053.au,0.4125007688999176,0.1683579683303833,2171.221741738743,1954.383784978135,4237.132711971507,0.13280229598006965,103.359375,103.359375,-76.71795654296875,105.75353240966797,-43.18175506591797,60.94584274291992,-8.758630752563477,blues
blues.00016.au,0.30432218313217163,0.08146144449710846,1455.0016722774676,1825.8854146063914,3009.856799807711,0.061350725014512386,103.359375,198.76802884615384,-233.7635955810547,120.67350769042969,-3.1710851192474365,39.540992736816406,3.8574559688568115,blues
blues.00032.au,0.27631717920303345,0.10123354941606522,1309.4245640139245,1882.9193674570254,2764.099952532411,0.03939318583107585,123.046875,135.99917763157896,-288.8017272949219,105.89962005615234,18.79132080078125,23.688488006591797,5.705111026763916,blues
blues.00081.au,0.3802602291107178,0.24826228618621826,2116.9429590051586,1956.611056223321,4196.10796004257,0.12727247303115324,103.359375,198.76802884615384,-26.929784774780273,107.33399963378906,-46.80998992919922,40.93263244628906,-21.463775634765625,blues
blues.00044.au,0.39021173119544983,0.13627609610557556,2279.1245576495626,2375.1021196780525,5198.360232893528,0.09257049088138544,135.99917763157896,198.76802884615384,-109.50928497314453,86.92240905761719,-8.607987403869629,64.49456024169922,-6.3041276931762695,blues
blues.00025.au,0.29094842076301575,0.0892222598195076,1109.56962728165,1463.2881312997429,2243.569766773897,0.05172493288022446,92.28515625,198.76802884615384,-249.281982421875,130.9979248046875,0.6654364466667175,66.69611358642578,17.905895233154297,blues
blues.00070.au,0.32273417711257935,0.10616438090801239,2159.546653525317,2130.3768258746395,4685.046670163748,0.0983489895752709,143.5546875,73.828125,-133.0159912109375,105.7226791381836,-22.138973236083984,41.8186149597168,-26.988737106323242,blues
blues.00089.au,0.34855347871780396,0.052862491458654404,798.2661855621578,1285.201240387025,1453.8828752358263,0.025639678671633127,107.666015625,107.666015625,-347.0169372558594,139.27049255371094,24.17441749572754,22.193822860717773,18.695711135864258,blues
blues.00071.au,0.30526217818260193,0.12054178863763809,2429.2609341606344,2286.625281098054,5065.0277058037445,0.13468663832720587,143.5546875,73.828125,-89.35790252685547,93.78604888916016,-14.57453727722168,54.39165115356445,-33.50838088989258,blues
blues.00000.au,0.34994322061538696,0.13022463023662567,1784.4204464946638,2002.6501916232637,3806.4853160373937,0.08306639113293343,123.046875,123.046875,-113.59674835205078,121.55729675292969,-19.158824920654297,42.35103225708008,-6.376458168029785,blues
blues.00082.au,0.33889609575271606,0.25135019421577454,2141.4616556443516,2168.0155600412113,4627.997015135207,0.10515129160216719,123.046875,123.046875,-29.362092971801758,108.6679458618164,-25.573163986206055,38.429466247558594,-18.325090408325195,blues
blues.00063.au,0.3302375376224518,0.09632620960474014,2839.4531193329985,2444.1440114924962,5711.257131476152,0.15435583155959753,92.28515625,92.28515625,-129.0862579345703,72.1038818359375,-7.749275207519531,49.25196838378906,-32.71150588989258,blues
blues.00013.au,0.26461586356163025,0.11322116106748581,1324.3043562121857,1827.737535376297,2710.033612797504,0.051417300575657895,107.666015625,215.33203125,-209.7892608642578,124.45844268798828,10.310378074645996,47.018001556396484,6.510235786437988,blues
blues.00034.au,0.2622484564781189,0.13593898713588715,1536.7830758847106,2157.1380999035505,3601.0282250749806,0.04570040392801858,129.19921875,184.5703125,-217.21119689941406,105.79117584228516,15.618613243103027,25.263059616088867,-1.43799889087677,blues
blues.00064.au,0.3324795961380005,0.11741276830434799,2553.232414773932,2280.1286685771834,5148.102203463623,0.14685171971749225,151.99908088235293,78.30255681818181,-85.1502456665039,88.80671691894531,-16.32261085510254,59.22450637817383,-35.99024200439453,blues
blues.00096.au,0.2605738043785095,0.05134931951761246,1132.3406288744386,1582.4920466586414,2065.4791769966623,0.048313766810178016,123.046875,123.046875,-314.5827941894531,139.92674255371094,11.865851402282715,30.113311767578125,-7.5497636795043945,blues
blues.00037.au,0.24862739443778992,0.06914512813091278,1188.1683365997985,1682.8601504411154,2339.635852542086,0.04816032858455882,123.046875,123.046875,-328.6737976074219,102.69686889648438,19.876062393188477,26.73125457763672,7.158257007598877,blues
blues.00040.au,0.39772480726242065,0.13489176332950592,2272.495078762922,2356.8559372971617,5108.319110693208,0.09765700585332818,117.45383522727273,172.265625,-110.26008605957031,90.70181274414062,-2.5274875164031982,74.05327606201172,-11.747300148010254,blues
blues.00010.au,0.30395451188087463,0.14293913543224335,1410.4690961427968,1512.6209828983249,2767.2749333337365,0.06298072271671827,161.4990234375,161.4990234375,-173.70750427246094,137.15640258789062,-23.766517639160156,26.989370346069336,-16.66842269897461,blues
blues.00029.au,0.28045645356178284,0.12471523135900497,1649.293771464836,2190.2483057567974,3761.42725516399,0.05292636174535604,129.19921875,129.19921875,-233.724609375,101.18360137939453,17.650270462036133,23.73435401916504,2.0793704986572266,blues
blues.00028.au,0.275974303483963,0.09969554096460342,1115.7291159941315,1398.9547036551942,2290.444483328899,0.04802843217879257,103.359375,215.33203125,-248.96766662597656,139.0384521484375,-16.249238967895508,57.098114013671875,20.19635772705078,blues
blues.00048.au,0.3794277012348175,0.12398607283830643,2148.786199092123,2204.574064458511,4673.6634056634575,0.09881232766544118,123.046875,123.046875,-106.31102752685547,102.63095092773438,-20.155122756958008,59.36036682128906,-9.954543113708496,blues
blues.00080.au,0.3681582808494568,0.2424335777759552,1827.1480357085575,1898.7171236116078,3743.6190295145607,0.09403873597136223,117.45383522727273,234.90767045454547,-54.72768783569336,119.47319793701172,-34.8455810546875,37.52878952026367,-15.874041557312012,blues
blues.00038.au,0.2658831775188446,0.16814498603343964,1513.4221069919345,2140.6067789034346,3449.6791402621902,0.044378038530379256,129.19921875,86.1328125,-192.66717529296875,111.19076538085938,21.372722625732422,26.398340225219727,-0.6461219787597656,blues
blues.00027.au,0.2887210249900818,0.09576817601919174,1391.3677095560415,1494.8924390357818,2811.108001614503,0.07235897288602941,95.703125,95.703125,-228.22799682617188,130.35354614257812,-23.297618865966797,70.17366790771484,1.1370587348937988,blues
blues.00009.au,0.27400922775268555,0.08135201781988144,1817.5163862399393,1973.7390701415943,3944.451148443547,0.0792153184258901,129.19921875,83.35433467741936,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02946853637695,-20.35275650024414,blues
blues.00088.au,0.37797731161117554,0.1420487016439438,1006.7589621973617,1530.4370614843328,2074.679121365857,0.03206556574109907,172.265625,172.265625,-194.25453186035156,151.85714721679688,-1.1972694396972656,39.19805908203125,16.58161163330078,blues
blues.00060.au,0.430894136428833,0.19622159004211426,1946.5656516997744,1979.9099336776742,3955.8677460756094,0.09745368130804953,151.99908088235293,151.99908088235293,-67.77098083496094,111.70418548583984,-34.6461067199707,61.334896087646484,0.050250500440597534,blues
blues.00098.au,0.4429723024368286,0.1254224330186844,2310.2806040279634,2206.710935503263,4829.320797757837,0.12842590520994582,123.046875,123.046875,-90.677490234375,100.09313201904297,-23.91626739501953,52.58112335205078,-20.916391372680664,blues
blues.00031.au,0.25348711013793945,0.15157076716423035,1331.0739701050666,1973.643437289525,2900.174129710478,0.04296723829334365,151.99908088235293,151.99908088235293,-221.8025360107422,110.84307098388672,18.62098503112793,30.92299461364746,3.291330337524414,blues
blues.00073.au,0.34186503291130066,0.2597137689590454,2094.9194196231315,2158.3359628818544,4482.4478952508225,0.10056968665344428,99.38401442307692,99.38401442307692,-30.09457015991211,103.73229217529297,-19.75423812866211,56.40476989746094,-12.710988998413086,blues
blues.00008.au,0.40903714299201965,0.1424380987882614,1719.2131626636947,2031.6438835817432,3781.318801549197,0.06402757957623839,83.35433467741936,83.35433467741936,-121.36102294921875,122.51310729980469,-14.742130279541016,46.1434440612793,-8.165332794189453,blues
blues.00014.au,0.32916271686553955,0.06698053330183029,1172.065695245186,1705.817501524206,2344.952487059791,0.045045834945820436,151.99908088235293,151.99908088235293,-305.7051696777344,113.06092834472656,12.118720054626465,45.03000259399414,17.769758224487305,blues
blues.00056.au,0.3910585939884186,0.13772834837436676,1811.0760835832946,2052.3325634591993,3927.8095824061534,0.07547951335139319,161.4990234375,161.4990234375,-145.4345703125,102.82901763916016,-12.517674446105957,56.99346923828125,2.271348714828491,blues
blues.00058.au,0.3565881550312042,0.16202762722969055,2068.371124684177,2033.9300469624955,4231.499412701964,0.10437162889415634,107.666015625,107.666015625,-95.43602752685547,105.2166976928711,-26.95301055908203,60.83086395263672,-4.828222751617432,blues
blues.00045.au,0.4295108914375305,0.14836564660072327,1739.0196209456465,2290.401738921508,4551.155813116777,0.048051863631965945,129.19921875,129.19921875,-163.2111358642578,89.79104614257812,12.979253768920898,80.69127655029297,3.66078519821167,blues
blues.00078.au,0.4141884744167328,0.25805237889289856,2333.6851078010823,2227.4256088265324,4942.811778160071,0.12386319659442724,123.046875,161.4990234375,-2.524338483810425,101.25271606445312,-33.92438507080078,41.51688766479492,-13.8049955368042,blues
blues.00036.au,0.2332303673028946,0.1978176385164261,1247.2448150487842,1908.052721904037,2620.5924869690884,0.03690378289473684,151.99908088235293,151.99908088235293,-200.22073364257812,116.34517669677734,18.06078338623047,25.288818359375,0.3158259391784668,blues
blues.00050.au,0.4008597135543823,0.1823798567056656,1945.8484252463334,2082.246625888384,4175.874749056695,0.08580598152089783,135.99917763157896,135.99917763157896,-82.97901916503906,107.0521240234375,-25.320451736450195,57.1249885559082,0.08543932437896729,blues
blues.00022.au,0.30645087361335754,0.11347541213035583,1156.0704963820376,1497.6681759683504,2170.053544649768,0.05861340218653251,99.38401442307692,95.703125,-233.86077880859375,136.17022705078125,3.2894880771636963,48.93119430541992,8.699104309082031,blues
blues.00020.au,0.30273228883743286,0.07538686692714691,1389.9555104108995,1911.4851516926433,3005.773491165586,0.05256015080785604,135.99917763157896,135.99917763157896,-230.41299438476562,127.09418487548828,7.151099681854248,39.78208923339844,1.9511321783065796,blues
blues.00069.au,0.2918843924999237,0.11656992882490158,2371.099277792782,2209.699345771832,5004.1114074895995,0.12514096664570434,123.046875,234.90767045454547,-121.4088363647461,96.1060791015625,-19.613256454467773,48.011653900146484,-38.798702239990234,blues
blues.00051.au,0.39375555515289307,0.19672292470932007,1977.1723772350394,1927.803692383919,3942.834491552583,0.1066270952254257,99.38401442307692,99.38401442307692,-55.57923889160156,114.93584442138672,-37.05282974243164,64.8965072631836,-7.1393537521362305,blues
blues.00015.au,0.2703125476837158,0.08065319806337357,1420.529293495722,1731.1922519421905,2930.540612755176,0.0637176797116873,99.38401442307692,99.38401442307692,-238.5189666748047,120.08455657958984,-4.227884292602539,42.307071685791016,5.9209089279174805,blues
blues.00049.au,0.2774835228919983,0.08860692381858826,1318.6568216818673,1904.7611771803831,3046.6815771333204,0.03997292533378483,123.046875,61.5234375,-255.9657745361328,110.82304382324219,21.50521469116211,67.57122802734375,4.299803256988525,blues
blues.00054.au,0.4527283310890198,0.200888529419899,2030.4852237516186,1987.3204157951136,4062.942098611649,0.10338599615421827,92.28515625,184.5703125,-57.97878646850586,108.98910522460938,-36.2001953125,64.03285217285156,1.454683542251587,blues
blues.00055.au,0.4328361451625824,0.15782567858695984,2032.0949869239068,1976.2980139018646,4023.5256702907313,0.11316673822078173,135.99917763157896,135.99917763157896,-98.67474365234375,104.79541015625,-35.109561920166016,60.70161819458008,-2.8314037322998047,blues
blues.00075.au,0.46643590927124023,0.1921537071466446,2225.216647159957,2255.1950050803102,4703.188227130901,0.10858664497871517,117.45383522727273,234.90767045454547,-86.35233306884766,92.67524719238281,-15.37740707397461,54.05977249145508,0.883209228515625,blues
blues.00087.au,0.3367730975151062,0.158098042011261,1442.190270579292,1870.5341550882315,3083.4146883465555,0.050889337025928794,172.265625,172.265625,-155.5049285888672,125.63886260986328,1.5965533256530762,45.80451965332031,0.900778591632843,blues
blues.00057.au,0.42428362369537354,0.17592035233974457,1886.683619275633,1913.2246226414602,3828.101851991825,0.08992387045278638,92.28515625,92.28515625,-92.74797821044922,115.33953094482422,-35.06427001953125,57.86155319213867,1.8450915813446045,blues
blues.00077.au,0.40887564420700073,0.24321739375591278,2206.771246415256,2191.473505696341,4657.388504075561,0.11152578064531733,99.38401442307692,99.38401442307692,-29.010986328125,104.53292083740234,-30.974206924438477,38.15638732910156,-7.991166114807129,blues
blues.00076.au,0.36557531356811523,0.21907992660999298,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,117.45383522727273,117.45383522727273,-52.69306182861328,74.43028259277344,-18.69243812561035,56.32386779785156,-3.939687490463257,blues
blues.00067.au,0.33792218565940857,0.12909626960754395,2258.538418665696,2176.031189289768,4755.429577901267,0.11276500217685759,161.4990234375,161.4990234375,-95.42442321777344,101.36865997314453,-20.682497024536133,48.65547180175781,-30.25864028930664,blues
blues.00090.au,0.3776877522468567,0.13189010322093964,1613.315725226297,1972.2022614982916,3470.4040149417087,0.058235853449109906,143.5546875,69.83741554054055,-177.49075317382812,115.34609985351562,9.969871520996094,54.051326751708984,7.6169352531433105,blues
blues.00006.au,0.2913080155849457,0.141795814037323,1459.0784827344291,1388.913311650232,2795.6164286232583,0.07302790308146284,123.046875,71.77734375,-190.14947509765625,130.2969512939453,-36.344139099121094,33.0130500793457,11.106935501098633,blues
blues.00086.au,0.36586493253707886,0.12499090284109116,1245.6093950200698,1634.4150288075755,2517.6847759046054,0.04882661329334365,123.046875,61.5234375,-212.79037475585938,139.057373046875,9.459221839904785,35.44129180908203,12.717558860778809,blues
blues.00065.au,0.292729914188385,0.10035958141088486,2816.676938173266,2372.1646427132314,5614.4493835260255,0.14631846519446595,107.666015625,107.666015625,-118.33350372314453,74.85385131835938,-19.858367919921875,46.94158172607422,-32.54969787597656,blues
blues.00099.au,0.37027862668037415,0.10506082326173782,1538.817337500989,1703.507382291486,3175.272466228473,0.07479924535603716,92.28515625,92.28515625,-177.16586303710938,136.22158813476562,-26.91518211364746,36.37628936767578,-18.760828018188477,blues
blues.00059.au,0.40596139430999756,0.16998746991157532,2235.9069514425423,2100.004334807409,4390.031787411716,0.14228825524864552,107.666015625,215.33203125,-86.22530364990234,91.94844818115234,-23.408658981323242,68.25328826904297,-3.8958725929260254,blues
blues.00002.au,0.363602876663208,0.17557303607463837,1552.4819582458858,1747.1659849613054,3040.514947755418,0.07630074799245357,161.4990234375,161.4990234375,-90.75438690185547,140.4599151611328,-29.109968185424805,31.68901252746582,-13.987035751342773,blues
blues.00041.au,0.3869504928588867,0.12917201220989227,2390.772194471327,2463.394088320833,5403.783990724168,0.10228887504837461,129.19921875,129.19921875,-107.1615219116211,88.46617126464844,-4.174954414367676,55.48419189453125,-8.007365226745605,blues
blues.00091.au,0.42192184925079346,0.09940469264984131,991.1644174915205,1396.523685796198,1943.1215835429566,0.03605269204721362,123.046875,63.02400914634146,-236.36099243164062,161.69741821289062,-1.135941743850708,27.271116256713867,9.595982551574707,blues
blues.00019.au,0.257259339094162,0.0976724699139595,1195.4116396780203,1481.2842588449475,2234.878152664232,0.05887114817143963,123.046875,234.90767045454547,-236.66534423828125,138.4090576171875,-4.903461456298828,47.624576568603516,5.17925500869751,blues
blues.00085.au,0.31536296010017395,0.15021777153015137,1312.3081994305705,1673.9156134044702,2638.117380998452,0.059416496347716716,143.5546875,143.5546875,-180.12359619140625,131.42027282714844,0.56618732213974,43.152923583984375,14.135186195373535,blues
blues.00039.au,0.25532078742980957,0.08586792647838593,1151.3404409523778,1709.19393755201,2312.577682825803,0.03533878857875387,117.45383522727273,117.45383522727273,-301.686279296875,111.5392074584961,21.89565658569336,16.14558982849121,8.191590309143066,blues
blues.00074.au,0.3671571612358093,0.19695615768432617,2515.864860951186,2531.4491585109313,5771.631766398994,0.12091612446787926,112.34714673913044,112.34714673913044,-56.00445556640625,87.83711242675781,-1.598438024520874,41.206783294677734,-5.615633964538574,blues
blues.00026.au,0.2784844636917114,0.07697049528360367,1198.6076653608013,1573.3089743924002,2478.3766802619484,0.051987591911764705,83.35433467741936,83.35433467741936,-284.81951904296875,108.78562927246094,9.131957054138184,51.2590217590332,18.111255645751953,blues
blues.00018.au,0.26992928981781006,0.07967271655797958,1537.6571825463077,2054.779113106231,3495.653862259336,0.056131935710139316,83.35433467741936,83.35433467741936,-252.5339813232422,104.927490234375,15.353577613830566,42.65663528442383,6.7783989906311035,blues
blues.00043.au,0.39902549982070923,0.1273106336593628,2155.6549226375455,2372.4036041416352,5012.019693002612,0.08716538373161764,129.19921875,129.19921875,-109.16535949707031,100.62149810791016,-8.614720344543457,47.35847473144531,-6.555960178375244,blues
blues.00011.au,0.36713746190071106,0.06571295857429504,1353.2604615658568,1757.2309414323731,2882.224238251016,0.04395891785990712,161.4990234375,161.4990234375,-287.9149475097656,123.98007202148438,5.459750652313232,33.67809295654297,1.0919148921966553,blues
blues.00083.au,0.42729440331459045,0.2512631118297577,2314.748478923845,2261.694349187707,5036.169546971749,0.11795053393479102,135.99917763157896,66.25600961538461,-19.867149353027344,98.89781188964844,-24.477807998657227,49.59175491333008,-16.202192306518555,blues
blues.00004.au,0.3085901141166687,0.09156321734189987,1835.4946028033319,1748.362448099283,3580.945013182082,0.1015001421004257,135.99917763157896,135.99917763157896,-160.2660369873047,126.19880676269531,-35.60544967651367,22.153301239013672,-32.48926544189453,blues
blues.00017.au,0.30209627747535706,0.09328154474496841,1088.6981660809786,1410.9479544080637,2134.41209350208,0.04832397083010836,161.4990234375,172.265625,-245.75643920898438,140.4859161376953,-2.7647712230682373,60.43619918823242,18.937946319580078,blues
blues.00062.au,0.3117804229259491,0.10624004900455475,2279.8954527175774,2119.7260567369485,4732.338050865906,0.11714895148026316,112.34714673913044,112.34714673913044,-144.96792602539062,95.72647857666016,-21.598648071289062,49.6257438659668,-29.88474464416504,blues
blues.00072.au,0.30692827701568604,0.10391392558813095,2595.538006098765,2519.2961185904487,5660.407438957285,0.12924562814434984,103.359375,198.76802884615384,-118.66523742675781,87.60095977783203,6.563413619995117,45.09428024291992,-38.90345001220703,blues
blues.00092.au,0.3910098969936371,0.06308465451002121,918.405452656697,1437.6091894262383,1599.673660325561,0.03231802075270898,83.35433467741936,83.35433467741936,-332.4823303222656,128.04293823242188,28.936689376831055,41.82835006713867,31.281246185302734,blues
blues.00024.au,0.2631286084651947,0.08698165416717529,1120.387618875872,1447.8399338058728,2325.1026070892995,0.047297899937113,103.359375,103.359375,-274.28875732421875,130.41741943359375,-6.394801616668701,70.41067504882812,13.265854835510254,blues
blues.00097.au,0.3751581907272339,0.19828161597251892,1236.5742801274876,1602.3091243224756,2604.15091972233,0.04462595842202012,117.45383522727273,117.45383522727273,-148.63917541503906,145.74630737304688,-9.363638877868652,48.453765869140625,10.557435989379883,blues
blues.00007.au,0.30792102217674255,0.13178548216819763,1451.7541466600405,1577.3699166309123,2955.348796076819,0.06143500266060371,92.28515625,92.28515625,-179.3954315185547,136.45924377441406,-26.656362533569336,39.9880256652832,5.289677143096924,blues
blues.00093.au,0.37769046425819397,0.06590629369020462,569.9307210492522,995.4071254153706,927.4277253047601,0.021700549051857584,143.5546875,58.72691761363637,-350.4361877441406,169.54574584960938,31.82037353515625,16.68283462524414,28.710145950317383,blues
blues.00023.au,0.2807143032550812,0.10200155526399612,1210.1979170105503,1497.8228092446404,2522.1014158644543,0.052482675841718264,95.703125,184.5703125,-227.26478576660156,137.7623748779297,-14.500459671020508,63.55687713623047,5.626697540283203,blues
blues.00003.au,0.40477898716926575,0.14119118452072144,1070.1199533246051,1596.3339477626855,2185.028454098539,0.03330894446594427,172.265625,63.02400914634146,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,blues
classical.00081.au,0.26690366864204407,0.016525525599718094,1213.8723064679195,1539.5569803150297,2163.5285841053114,0.06055896865325077,143.5546875,151.99908088235293,-374.7410888671875,153.8556671142578,-21.574737548828125,20.846500396728516,7.006253242492676,classical
classical.00009.au,0.2704782783985138,0.023797711357474327,1216.293762402646,1582.8015509668764,2560.2595184609618,0.05627025686919505,129.19921875,234.90767045454547,-356.1422119140625,139.80580139160156,-6.278478145599365,43.17628860473633,-8.859081268310547,classical
classical.00096.au,0.2931424677371979,0.057000208646059036,1932.8583434547925,1740.3550384062235,3573.061727517899,0.11752045339106038,135.99917763157896,135.99917763157896,-203.58717346191406,111.19833374023438,-51.52694320678711,39.475948333740234,-10.546442985534668,classical
classical.00080.au,0.4379093647003174,0.0052756136283278465,972.0335266926701,1615.1168674624225,1907.4134661317241,0.031537602191369966,123.046875,234.90767045454547,-549.7890014648438,157.08477783203125,6.571027755737305,34.43964385986328,13.277487754821777,classical
classical.00054.au,0.3194681406021118,0.17542141675949097,1712.4460758864268,1607.5340769983823,2833.4578664679275,0.11627820844620743,129.19921875,215.33203125,-106.1917953491211,127.37361907958984,-45.29143524169922,31.271671295166016,4.311938285827637,classical
classical.00079.au,0.21762698888778687,0.018847767263650894,789.6016070365972,897.9943189328014,1158.4513283366389,0.05211230771091331,107.666015625,215.33203125,-437.5572814941406,171.02713012695312,7.378993988037109,-3.129030704498291,0.7910537719726562,classical
classical.00041.au,0.2682129740715027,0.021300973370671272,1329.2518941099888,1415.542891158466,2462.126778522881,0.07881698372194272,123.046875,215.33203125,-368.4408874511719,124.27625274658203,-31.57868766784668,17.614763259887695,2.323812961578369,classical
classical.00024.au,0.25334954261779785,0.06669565290212631,1253.1741159398366,1371.5282340741335,2292.91113508006,0.07164771490421827,151.99908088235293,151.99908088235293,-223.1329345703125,163.24034118652344,-34.40471267700195,24.170495986938477,-10.289188385009766,classical
classical.00049.au,0.311586856842041,0.12381207942962646,2224.870163945009,2274.309912015473,4467.431319387336,0.10944642813951239,143.5546875,143.5546875,-98.32328796386719,98.35693359375,-20.49176025390625,18.818138122558594,-2.0967204570770264,classical
classical.00070.au,0.24423930048942566,0.03191782906651497,1355.7979175630267,1615.509457444962,2522.4097473333495,0.07085595854295666,151.99908088235293,161.4990234375,-321.18353271484375,134.5621337890625,-18.252363204956055,22.190753936767578,0.4240925908088684,classical
classical.00014.au,0.2340857982635498,0.03162187337875366,1279.6145776785484,1370.5741195078772,2389.5022176736647,0.0684731309258901,143.5546875,143.5546875,-324.59613037109375,147.81468200683594,-31.922855377197266,27.394758224487305,-4.490213871002197,classical
classical.00055.au,0.18656374514102936,0.01305568777024746,1079.448981372194,1388.5558976974419,1764.672662599168,0.059341288941563465,123.046875,234.90767045454547,-484.02801513671875,144.1766357421875,1.3993113040924072,8.103259086608887,4.931989669799805,classical
classical.00034.au,0.27404576539993286,0.03892643377184868,1369.6275534158538,1465.904370296586,2655.1172782023996,0.07356796028444272,123.046875,234.90767045454547,-309.22637939453125,138.64907836914062,-29.71116065979004,33.62006759643555,-0.36660170555114746,classical
classical.00002.au,0.2778652310371399,0.043869055807590485,1490.0348101512684,1599.9591017638204,2784.9164933243032,0.09004972003192724,99.38401442307692,198.76802884615384,-235.25579833984375,141.12818908691406,-34.66685104370117,30.97923469543457,-16.3779354095459,classical
classical.00008.au,0.2547735869884491,0.03403812646865845,1516.6262193385692,1629.5007047891386,2973.7820179469813,0.07878788336880804,135.99917763157896,135.99917763157896,-292.1282958984375,127.76905059814453,-29.90104103088379,37.4301872253418,-9.54702377319336,classical
